centroid,counts,dispersion
11.074103,1510,424.561776
17.387319,691,176.393106
19.885417,1616,826.649636
28.801872,1019,368.315389
8.865174,1677,328.441877
4.271526,1294,354.938314
22.521211,701,139.856043
7.380177,1533,100.045527
13.548374,3434,909.694292
6.408948,2750,42.920923
24.630724,306,58.927652
38.534373,203,805.174976
34.466708,623,474.673540
15.656634,2215,270.930662
31.157329,1048,542.936937
