centroid,counts,dispersion
23.149490,988,1022.700052
19.651977,1862,1596.100484
31.155061,1050,545.766495
15.896583,2669,1048.847169
8.830294,1740,385.098438
11.074103,1510,424.561776
34.466708,623,474.673540
13.548374,3434,909.694292
6.742788,4210,967.820589
28.773908,1027,434.549677
38.534373,203,805.174976
4.279770,1304,366.408954
