centroid,counts,dispersion
3.546100,399,1.850830
3.941140,928,1.007733
3.033987,64,0.000000
4.630598,2172,3.342643
4.083882,1850,0.879687
5.002657,187,0.260278
5.422888,136,0.025157
3.853663,3969,0.606758
4.498355,1873,2.870316
3.739618,795,1.763960
4.180662,2826,1.967952
4.315604,2469,2.646326
4.830931,700,1.347532
