centroid,counts,dispersion
4.301822,2145,1.496524
3.546100,399,1.850830
4.394973,775,0.762866
3.033987,64,0.000000
3.739618,795,1.763960
3.952484,729,0.570241
4.617533,1862,1.050766
3.855855,4168,1.006490
5.002657,187,0.260278
4.847371,581,0.405318
4.178177,2723,1.506424
4.720608,429,0.232499
5.422888,136,0.025157
4.514431,1525,0.729436
4.083882,1850,0.879687
