centroid,counts,dispersion
3.033987,64,0.000000
4.515066,1476,0.608295
4.588015,653,0.101998
4.324548,1694,0.437701
3.913979,500,0.073046
4.720608,429,0.232499
3.972871,428,0.134910
4.632228,1228,0.194237
3.854269,3915,0.501118
3.595246,225,0.071710
4.255475,968,0.375053
3.776314,566,0.152507
4.172447,2447,0.697867
4.847371,581,0.405318
4.083882,1850,0.879687
4.413818,564,0.363505
3.679607,283,0.095599
3.482550,174,0.532962
5.002657,187,0.260278
5.422888,136,0.025157
