centroid,counts,dispersion
15.656634,2215,270.930662
11.074103,1510,424.561776
38.534373,203,805.174976
19.885417,1616,826.649636
34.466708,623,474.673540
24.630724,306,58.927652
13.548374,3434,909.694292
17.387319,691,176.393106
22.521211,701,139.856043
8.830294,1740,385.098438
4.279770,1304,366.408954
28.801872,1019,368.315389
31.157329,1048,542.936937
6.742788,4210,967.820589
