2.888,22
3.37,49
3.562,56
3.62,175
3.816,40
3.984404278,15
4.13,182
4.15,1
4.434,475
4.63,10
4.74,2
4.99,249
5.17,18
5.346666667,10
5.952,3
5.97,1
6.104,24
6.145,76
6.175,216
6.1875,12
6.26,163
6.373333333,30
6.382,102
6.42,5
6.466,2105
6.725,3
7.031666667,204
7.08,30
7.14,27
7.2,1
7.23,592
7.316666667,4
7.344,52
7.554,39
7.572,138
7.6275,226
7.644,17
7.74,101
7.764,39
7.838,32
7.9,4
7.94,10
8,17
8.22,100
8.324898624,3
8.372,138
8.386,184
8.510186065,63
8.5925,11
8.605,332
8.6825,102
8.895,7
8.95,18
9.248,123
9.36,519
9.4175,64
9.55517093,2
9.808,11
10.106,69
10.17166667,25
10.17565418,5
10.3616862,66
10.54627905,9
10.56,97
10.58198005,14
10.602,13
10.608,4
10.85166667,593
11.24397584,25
11.3375,177
11.38,1
11.43,11
11.486,41
11.572,113
11.65457162,3
11.67793147,2
11.80349027,18
11.82,56
11.94291632,30
12.01,104
12.01248606,22
12.08722461,12
12.475,52
12.63741086,186
12.6675,156
12.66986292,38
12.685,36
12.8275,19
12.83819332,9
12.89,20
12.895,162
12.95748178,188
13.05461177,78
13.12,1
13.1675,101
13.19833333,50
13.27985915,16
13.29642159,54
13.40174175,10
13.85538375,1688
13.87441039,348
14.03069976,12
14.10690165,27
14.2020423,101
14.396,26
14.45884879,56
14.73828016,12
15.0101679,154
15.15740883,102
15.23395535,4
15.25,1
15.25574694,2
15.29116474,233
15.40397643,34
15.69821954,1319
15.70070877,6
15.89250961,86
16.09042981,16
16.11290839,2
16.30640377,37
16.34627265,40
16.35844448,44
16.37287098,81
16.41536481,3
16.44212577,10
16.45697452,9
16.5081092,20
16.73941729,75
16.74474909,60
16.9690782,2
17.06308943,119
17.15165772,30
17.22667499,65
17.28189129,35
17.33485373,49
17.37938238,4
17.7249041,15
17.81769376,18
17.81993805,11
17.8583151,127
18.02869572,2
18.0911718,19
18.11075048,7
18.17327748,9
18.33904198,9
18.43526405,26
18.54056238,9
18.83409249,17
18.93754213,21
18.96152743,391
19.1890563,84
19.20479772,64
19.21150784,3
19.24448821,4
19.46407216,50
19.75301199,81
19.99481902,13
20.17139048,172
20.22488455,39
20.26087037,28
20.48232035,186
20.49815256,73
20.57010375,252
20.65997991,43
20.72980663,24
20.80649677,17
21.05875274,33
21.13478504,5
21.17276382,16
21.22725261,9
21.75402643,28
21.79333387,26
21.89605721,54
22.19034776,114
22.38877206,22
22.53036269,62
22.61306891,16
22.66532216,24
22.68851248,7
22.71624734,1
22.71919755,209
22.77614473,20
22.82423163,1
23.05458889,21
23.20432493,56
23.22318516,26
23.53977141,5
23.91441533,2
23.98650673,39
24.29833523,56
24.49651032,34
24.79738584,154
25.12783066,1
25.45564882,10
26.05778896,5
26.26804794,5
26.84213171,8
27.00102302,15
27.41224564,2
27.89936497,3
27.916704,4
28.02907183,12
28.11824426,60
28.14681763,131
28.22124797,36
28.37550231,63
28.47408711,7
28.60437889,147
28.72238366,44
28.78931377,1
29.0115917,18
29.21728083,9
29.34672702,426
29.60304801,4
29.73761162,27
29.96674987,2
30.052676,62
30.12108245,11
30.49914993,224
30.5586663,41
30.61660039,124
30.84362668,23
31.06552678,92
31.34136028,105
31.54489354,15
31.60068879,36
31.83784271,113
31.97719858,52
32.04364928,7
32.15111597,1
32.24702497,38
32.26857949,53
32.36566281,30
32.59515066,21
33.49336967,199
33.82316423,13
34.12855734,9
34.17951447,92
34.25156435,24
34.57298298,6
34.64006647,51
34.84070022,16
35.03105308,35
35.11484354,18
35.11700795,14
35.40795242,27
35.49403005,75
36.18446652,28
36.22723235,4
36.39180792,12
36.80840454,15
37.272328,59
37.40324049,33
37.47828936,24
38.62834017,14
38.94969742,9
40.42032808,17
41.11773674,13
43.3935854,19
