centroid,counts,dispersion
13.901189,2280,48.960864
19.885417,1616,826.649636
34.466708,623,474.673540
22.521211,701,139.856043
28.801872,1019,368.315389
12.761554,1334,169.019612
7.380177,1533,100.045527
31.157329,1048,542.936937
24.630724,306,58.927652
17.387319,691,176.393106
38.534373,203,805.174976
15.661636,2203,260.755058
4.271526,1294,354.938314
8.865174,1677,328.441877
6.408948,2750,42.920923
10.957710,1342,260.952927
