centroid,counts,dispersion
0.642381,1768,0.114847
0.870250,123,0.034865
0.498668,1161,0.150554
0.571495,1518,0.063203
0.744773,867,0.153310
0.597309,1091,0.053868
0.454331,909,0.138486
0.390409,796,0.175756
0.315451,768,0.358154
0.545308,2721,0.042680
0.662159,1674,0.021032
0.802305,880,0.089075
0.683813,2863,0.200571
