1 1 0.0
1 2 0.14491501140537968
1 3 0.27205193225407615
1 4 0.15797232976166978
1 5 0.36211167716846315
1 6 0.06582326814018098
1 7 0.4124450775885366
1 8 0.2557865313154357
1 9 0.5713157430979587
1 10 0.26285574062036443
1 11 0.7344381352290861
1 12 0.4453071590132607
1 13 0.2148563766722864
1 14 0.28125155139073404
1 15 0.614110243968577
1 16 0.3696778336220866
1 17 0.8960728381606405
1 18 0.8338048810265594
1 19 0.7015566078525551
1 20 0.8346406917657871
1 21 0.3495460444692149
1 22 0.7587123843970598
1 23 0.18670858086097405
1 24 0.31634525857299206
1 25 0.417197131858549
1 26 0.19339232144192617
1 27 0.2786650661257614
1 28 0.341014835423862
1 29 0.4910381584915969
1 30 0.9832887992210549
1 31 0.5024076896794563
1 32 0.10638495395231434
1 33 0.8338977705119929
1 34 0.378076675182134
1 35 0.11379948399016981
1 36 0.41537104116384665
1 37 0.04763801721404051
1 38 0.5396272840626496
1 39 0.7874061642010167
1 40 0.427328789462816
1 41 0.3136403514113623
1 42 0.5994287294626823
1 43 0.6413839618784554
1 44 0.5012066802743239
1 45 0.2513072731083335
1 46 0.17408847936657204
1 47 0.3591903978956835
1 48 0.05305140734215623
1 49 0.2988399534961341
1 50 0.23007234467124862
1 51 0.3854825997021965
1 52 0.47755274312355783
1 53 0.14222772348955012
1 54 0.3563498185277758
1 55 1.0832578673098017
1 56 0.6006947745171097
1 57 0.29349659715784554
1 58 0.07986233967810809
1 59 0.2585245277513789
1 60 0.3788218284938448
1 61 0.47586827175191215
1 62 0.34208407584819556
1 63 0.4926558111248016
1 64 0.3508862648803641
1 65 0.3336965585140158
1 66 0.27640806931028344
1 67 0.33266587892760635
1 68 0.6613231321626792
1 69 0.5991192728811572
1 70 0.21806784825111564
1 71 0.5454200296678353
1 72 0.3590970442831322
1 73 0.32861476426016806
1 74 0.42690060976872013
1 75 0.6529597086798653
1 76 0.5988513252945679
1 77 0.358474835812088
1 78 0.3635070250581887
