centroid,counts,dispersion
-2.264903,1216,3.219344
-4.964687,374,6.110657
1.731034,255,0.155462
-5.450280,715,4.431190
-1.649653,2514,7.105946
-4.062276,2775,10.879226
-2.063359,854,3.499499
-0.726145,734,11.412998
1.146251,691,13.648457
-0.181684,205,2.314234
3.132349,77,0.018901
-6.876931,216,12.719600
-3.090501,1204,11.250082
-4.551275,685,10.088617
-6.344294,230,4.445795
-3.478809,366,5.432584
0.295832,1928,6.219442
-1.275005,832,12.055593
-2.601535,2217,13.681828
-9.838358,171,7.626485
