centroid,counts,dispersion
4.083882,1850,0.879687
4.847371,581,0.405318
4.720608,429,0.232499
4.413818,564,0.363505
3.775785,571,0.170558
4.172447,2447,0.697867
5.422888,136,0.025157
3.643089,494,0.963011
3.952484,729,0.570241
5.002657,187,0.260278
4.255475,968,0.375053
4.324548,1694,0.437701
3.486103,183,0.577623
4.515546,1495,0.635005
3.033987,64,0.000000
3.856461,4114,0.890118
4.617533,1862,1.050766
