centroid,counts,dispersion
23.310875,880,812.598255
38.534373,203,805.174976
11.074103,1510,424.561776
6.742788,4210,967.820589
20.567222,1099,289.023750
15.801112,2501,683.590269
18.533330,1039,519.566525
34.466708,623,474.673540
31.155061,1050,545.766495
8.830294,1740,385.098438
4.279770,1304,366.408954
28.773908,1027,434.549677
13.548374,3434,909.694292
