centroid,counts,dispersion
8.865174,1677,328.441877
17.291703,667,137.080732
19.093355,759,71.394725
24.630724,306,58.927652
38.534373,203,805.174976
31.157329,1048,542.936937
20.489293,910,55.920826
34.466708,623,474.673540
12.761554,1334,169.019612
28.801872,1019,368.315389
4.271526,1294,354.938314
22.538040,692,124.591095
10.957710,1342,260.952927
6.408948,2750,42.920923
13.901189,2280,48.960864
15.653881,2183,246.293430
7.380177,1533,100.045527
