centroid,counts,dispersion
0.870250,123,0.034865
0.454331,909,0.138486
0.744773,867,0.153310
0.683813,2863,0.200571
0.546394,2956,0.083060
0.318106,758,0.138689
0.390642,791,0.168897
0.498668,1161,0.150554
0.598576,989,0.036873
0.642381,1768,0.114847
0.662159,1674,0.021032
0.802305,880,0.089075
0.193973,15,0.000000
0.574617,1385,0.031417
