centroid,counts,dispersion
0.679902,2290,0.013919
0.442816,413,0.026183
0.574617,1385,0.031417
0.737569,600,0.048704
0.765230,333,0.028062
0.316413,720,0.097388
0.510816,478,0.012693
0.870250,123,0.034865
0.546394,2956,0.083060
0.662253,1655,0.019746
0.646655,1389,0.006330
0.626629,444,0.011126
0.403919,388,0.022593
0.193973,15,0.000000
0.490165,683,0.017939
0.375475,441,0.038770
0.597795,943,0.024439
0.463919,496,0.011947
0.803911,814,0.061066
0.699444,573,0.011611
